customer_id,tenure_months,monthly_charges,total_usage_gb,support_tickets,contract_type,payment_delay_days,churn,revenue,churn_risk_score,risk_segment
2375,70,4549,290,2,Quarterly,27,0,318430,0.3537026065251952,Medium Risk
2376,19,3105,804,4,Quarterly,12,0,58995,0.4073201266888228,Medium Risk
2377,32,2688,400,2,Monthly,1,0,86016,0.018943508760649354,Low Risk
2378,9,1088,437,4,Quarterly,31,1,9792,0.9270953564135408,High Risk
2379,12,4972,627,7,Yearly,25,1,59664,0.9866422604443695,High Risk
2380,11,1907,934,0,Quarterly,2,0,20977,0.007131512483021438,Low Risk
2381,46,3890,821,1,Quarterly,40,1,178940,0.7510020945169227,High Risk
2382,16,3940,116,1,Yearly,41,1,63040,0.8755970490952656,High Risk
2383,1,2129,557,3,Yearly,55,1,2129,0.9968969864225469,High Risk
2384,63,1494,668,8,Monthly,12,1,94122,0.8170270300698527,High Risk
2385,21,2559,271,1,Yearly,56,1,53739,0.9817278388827632,High Risk
2386,30,3486,930,8,Yearly,20,1,104580,0.9762169561675492,High Risk
2387,13,900,168,6,Yearly,44,1,11700,0.9974337067090485,High Risk
2388,34,3355,274,9,Quarterly,36,1,114070,0.99892661316221,High Risk
2389,4,2724,477,7,Monthly,22,1,10896,0.9773181182723256,High Risk
2390,28,3912,211,0,Yearly,6,0,109536,0.011230650399329845,Low Risk
2391,59,556,942,4,Yearly,16,0,32804,0.27436373203240066,Low Risk
2392,27,2375,164,8,Yearly,27,1,64125,0.9912626141510986,High Risk
2393,69,4798,22,3,Quarterly,46,1,331062,0.9584558965391825,High Risk
2394,25,4268,306,1,Quarterly,29,0,106700,0.4842920322214761,Medium Risk
2395,3,4797,905,5,Monthly,4,1,14391,0.4314971612155775,Medium Risk
2396,68,1853,843,1,Monthly,23,0,126004,0.09518386605051997,Low Risk
2397,25,2910,507,2,Quarterly,6,0,72750,0.047799001206802846,Low Risk
2398,20,4811,606,7,Yearly,58,1,96220,0.9998965703499273,High Risk
2399,34,3102,801,2,Yearly,33,1,105468,0.7266300178456148,High Risk
2400,26,3434,254,1,Monthly,55,1,89284,0.9784800474851928,High Risk
2401,5,522,309,5,Yearly,49,1,2610,0.9977724910407683,High Risk
2402,61,2702,371,2,Quarterly,41,1,164822,0.8238724636104746,High Risk
2403,9,1709,363,0,Monthly,32,1,15381,0.4259744774232018,Medium Risk
2404,50,2796,837,2,Quarterly,58,1,139800,0.9881208130778902,High Risk
2405,6,1248,530,5,Quarterly,26,0,7488,0.9326340883923371,High Risk
2406,60,1304,395,2,Yearly,13,0,78240,0.051968365028195115,Low Risk
2407,44,633,768,8,Quarterly,58,1,27852,0.9998647430913351,High Risk
2408,11,4916,321,6,Quarterly,18,1,54076,0.9223743382208792,High Risk
2409,66,2937,423,4,Yearly,47,1,193842,0.9803913037674888,High Risk
2410,47,933,287,1,Quarterly,50,1,43851,0.906884576300277,High Risk
2411,3,4171,759,8,Yearly,37,1,12513,0.9991143706307227,High Risk
2412,30,4236,724,4,Quarterly,11,0,127080,0.343030543375813,Medium Risk
2413,21,4539,768,6,Yearly,2,1,95319,0.435549821604266,Medium Risk
2414,28,2598,756,8,Yearly,6,1,72744,0.8181535441718285,High Risk
2415,62,3417,602,3,Monthly,55,1,211854,0.9892629030549909,High Risk
2416,33,752,365,8,Quarterly,34,1,24816,0.9958573630462922,High Risk
2417,35,1629,534,0,Quarterly,24,0,57015,0.10580754714179892,Low Risk
2418,52,3764,848,5,Monthly,48,1,195728,0.9947773982406151,High Risk
2419,34,801,25,1,Yearly,14,0,27234,0.048384030195623054,Low Risk
2420,41,2477,54,7,Yearly,18,1,101557,0.9064461170989284,High Risk
2421,51,3263,330,4,Monthly,59,1,166413,0.9978489926910254,High Risk
2422,47,4505,660,2,Monthly,18,0,211735,0.1876914390568316,Low Risk
2423,58,3741,335,1,Yearly,22,0,216978,0.12375033582116042,Low Risk
2424,57,3557,157,7,Yearly,10,1,202749,0.6897327714337222,High Risk
2425,23,1050,364,6,Monthly,58,1,24150,0.9996310545582593,High Risk
2426,48,2087,245,8,Quarterly,20,1,100176,0.9585003822312689,High Risk
2427,22,2322,712,7,Yearly,51,1,51084,0.9995758500353196,High Risk
2428,17,3717,622,3,Monthly,33,1,63189,0.9007406410673549,High Risk
2429,69,3996,114,1,Quarterly,38,1,275724,0.5698659947126407,Medium Risk
2430,11,4909,483,1,Quarterly,50,1,53999,0.9724264270631385,High Risk
2431,15,4779,771,1,Quarterly,6,0,71685,0.03514878005705647,Low Risk
2432,35,1212,405,5,Quarterly,41,1,42420,0.9861604951365021,High Risk
2433,33,2675,455,6,Monthly,43,1,88275,0.9961520613009798,High Risk
2434,16,4572,615,5,Yearly,54,1,73152,0.9991686386424,High Risk
2435,34,4349,229,1,Quarterly,26,0,147866,0.3271116163130882,Medium Risk
2436,66,2933,996,3,Quarterly,49,1,193578,0.969302652679947,High Risk
2437,40,3801,819,2,Monthly,22,0,152040,0.3162676611724705,Medium Risk
2438,28,770,860,3,Quarterly,37,1,21560,0.9026138342594177,High Risk
2439,47,2294,974,4,Monthly,57,1,107818,0.9970152667412502,High Risk
2440,39,2962,451,6,Monthly,19,1,115518,0.8532331175005801,High Risk
2441,70,4793,654,8,Yearly,26,1,335510,0.9796143604198861,High Risk
2442,20,3894,882,1,Quarterly,52,1,77880,0.971981442055484,High Risk
2443,1,1579,676,7,Yearly,59,1,1579,0.9999165235847136,High Risk
2444,63,3378,37,2,Monthly,7,0,212814,0.02521393370947291,Low Risk
2445,67,1103,803,8,Quarterly,36,1,73901,0.9936389361904493,High Risk
2446,4,2085,484,9,Monthly,2,1,8340,0.8952974816184194,High Risk
2447,58,3557,637,3,Monthly,1,0,206306,0.024707645302404324,Low Risk
2448,25,4485,314,2,Monthly,21,0,112125,0.3771795659353525,Medium Risk
2449,47,1895,755,9,Quarterly,5,1,89065,0.8319695906415306,High Risk
2450,38,4188,414,5,Monthly,38,1,159144,0.9833963973415161,High Risk
2451,15,1099,522,9,Monthly,39,1,16485,0.999431043067457,High Risk
2452,63,1013,511,8,Quarterly,35,1,63819,0.9931634216106936,High Risk
2453,21,1566,357,6,Yearly,43,1,32886,0.9966744012437584,High Risk
2454,57,3386,249,3,Monthly,23,0,193002,0.42842536005197673,Medium Risk
2455,53,3153,579,2,Yearly,11,0,167109,0.05539115994706158,Low Risk
2456,46,1588,856,9,Yearly,16,1,73048,0.9637041712097945,High Risk
2457,14,4885,704,3,Yearly,21,0,68390,0.6373417775139102,High Risk
2458,17,3014,346,2,Yearly,53,1,51238,0.988269080443729,High Risk
2459,39,4469,35,2,Yearly,18,0,174291,0.21655608604468676,Low Risk
2460,9,3784,989,8,Yearly,8,1,34056,0.9156594012423276,High Risk
2461,6,2696,418,3,Quarterly,11,0,16176,0.2601700204828072,Low Risk
2462,23,4683,86,8,Quarterly,59,1,107709,0.9999552102711762,High Risk
2463,59,1289,938,9,Yearly,31,1,76051,0.9947995488914653,High Risk
2464,46,3975,226,4,Quarterly,52,1,182850,0.9948321306028356,High Risk
2465,38,3653,337,6,Quarterly,30,1,138814,0.9722246362386081,High Risk
2466,14,2164,846,4,Yearly,16,0,30296,0.5611158376320433,Medium Risk
2467,62,1809,783,0,Yearly,22,0,112158,0.04564788948651402,Low Risk
2468,35,1364,32,1,Monthly,9,0,47740,0.023992432361930827,Low Risk
2469,19,4363,765,4,Quarterly,29,0,82897,0.9157574663964132,High Risk
2470,30,3863,679,5,Yearly,18,0,115890,0.759598654683829,High Risk
2471,25,4024,727,6,Quarterly,25,1,100600,0.9580081598802808,High Risk
2472,40,4286,319,1,Quarterly,25,0,171440,0.26503204516122725,Low Risk
2473,14,523,608,9,Quarterly,10,1,7322,0.9510208292491942,High Risk
2474,26,3503,276,8,Monthly,19,1,91078,0.9747796215156632,High Risk
2475,22,810,424,5,Yearly,53,1,17820,0.9982798827365709,High Risk
2476,48,1731,655,1,Quarterly,55,1,83088,0.9575076439586534,High Risk
2477,51,4288,276,1,Yearly,44,1,218688,0.8390049252855157,High Risk
2478,3,3211,342,2,Quarterly,3,1,9633,0.05146796164169171,Low Risk
2479,42,921,789,0,Yearly,46,1,38682,0.7324949937110127,High Risk
2480,19,2273,459,8,Yearly,11,1,43187,0.9199491724324199,High Risk
2481,28,4068,574,9,Yearly,24,1,113904,0.9945690815407274,High Risk
2482,45,1446,620,3,Quarterly,55,1,65070,0.9908450325042636,High Risk
2483,71,1686,256,4,Monthly,57,1,119706,0.9944614557226921,High Risk
2484,63,2334,45,6,Yearly,9,1,147042,0.4010187923954082,Medium Risk
2485,19,2064,410,0,Monthly,21,0,39216,0.10169883121958347,Low Risk
2486,47,2447,37,2,Yearly,6,0,115009,0.027925892085025533,Low Risk
2487,14,1808,229,2,Monthly,23,0,25312,0.43724285285095577,Medium Risk
2488,38,3486,415,1,Yearly,1,0,132468,0.008502211703173787,Low Risk
2489,53,886,623,7,Monthly,31,1,46958,0.9783536710315299,High Risk
2490,61,1661,784,4,Yearly,20,0,101321,0.43170737471306325,Medium Risk
2491,36,3758,280,0,Yearly,6,0,135288,0.00920195059122041,Low Risk
2492,40,4433,745,1,Monthly,7,0,177320,0.02249169991934389,Low Risk
2493,30,3347,660,0,Yearly,52,1,100410,0.9232221774241307,High Risk
2494,9,1939,801,5,Quarterly,50,1,17451,0.9982232876097901,High Risk
2495,64,3942,520,8,Yearly,37,1,252288,0.9963276975254746,High Risk
2496,33,4980,972,6,Yearly,20,1,164340,0.9076913349336404,High Risk
2497,52,555,295,4,Quarterly,7,0,28860,0.10004727849281993,Low Risk
2498,14,3824,463,2,Quarterly,56,1,53536,0.9936818946264369,High Risk
2499,53,605,771,7,Quarterly,24,1,32065,0.9371217765949184,High Risk
2500,59,3701,843,9,Monthly,27,1,218359,0.9927421803968229,High Risk
2501,41,1169,326,3,Quarterly,27,0,47929,0.6074422979774311,High Risk
2502,68,4971,599,8,Monthly,53,1,338028,0.9996941939067325,High Risk
2503,68,1242,306,4,Quarterly,30,0,84456,0.7416007684811241,High Risk
2504,8,1466,347,5,Monthly,51,1,11728,0.9984268112018687,High Risk
2505,2,807,316,4,Quarterly,35,1,1614,0.9639487719642105,High Risk
2506,41,2638,437,9,Quarterly,24,1,108158,0.9913902078052204,High Risk
2507,55,3964,360,6,Yearly,51,1,218020,0.9983937093582477,High Risk
2508,16,609,520,6,Quarterly,55,1,9744,0.9994753771297822,High Risk
2509,62,4132,534,0,Yearly,40,1,256184,0.49961411717884685,Medium Risk
2510,48,4935,867,1,Quarterly,36,1,236880,0.6373925384297819,High Risk
2511,30,2415,501,6,Quarterly,37,1,72450,0.9907330052194426,High Risk
2512,12,4763,917,7,Yearly,50,1,57156,0.9997036616042551,High Risk
2513,35,1056,603,3,Yearly,11,0,36960,0.13007826360192795,Low Risk
2514,11,604,18,5,Monthly,36,1,6644,0.981599547118188,High Risk
2515,64,2547,506,9,Yearly,36,1,163008,0.9976577758627132,High Risk
2516,50,645,734,2,Monthly,30,0,32250,0.46608815370849144,Medium Risk
2517,21,3263,569,6,Quarterly,17,1,68523,0.8699060596663898,High Risk
2518,69,1373,570,2,Yearly,25,0,94737,0.22164295558605046,Low Risk
2519,48,798,830,6,Yearly,5,1,38304,0.29924275078818025,Low Risk
2520,20,3738,449,7,Quarterly,8,1,74760,0.795837913252365,High Risk
2521,67,1145,561,2,Quarterly,10,0,76715,0.028081025677922093,Low Risk
2522,44,3578,884,1,Quarterly,30,0,157432,0.39539404642048137,Medium Risk
2523,33,3011,801,5,Quarterly,54,1,99363,0.9985295478801876,High Risk
2524,61,1283,747,3,Yearly,45,1,78263,0.9404882382868144,High Risk
2525,9,870,977,7,Quarterly,55,1,7830,0.9997985670607742,High Risk
2526,68,986,117,1,Quarterly,1,0,67048,0.0032146954289214774,Low Risk
2527,35,2537,254,3,Yearly,58,1,88795,0.9959364464552058,High Risk
2528,65,3696,264,1,Monthly,28,0,240240,0.23145587037257964,Low Risk
2529,8,1860,42,1,Yearly,45,1,14880,0.9247510398140759,High Risk
2530,45,4787,32,1,Monthly,56,1,215415,0.975690348332516,High Risk
2531,47,2761,854,0,Quarterly,50,1,129767,0.848327543783277,High Risk
2532,40,3121,575,3,Yearly,41,1,124840,0.9447814945278102,High Risk
2533,54,1456,830,1,Quarterly,4,0,78624,0.007392991848793587,Low Risk
2534,46,880,58,8,Yearly,22,1,40480,0.9662069892839497,High Risk
2535,47,4149,471,8,Monthly,35,1,195003,0.9966961698252789,High Risk
2536,15,738,599,6,Yearly,6,1,11070,0.5131275770038713,Medium Risk
2537,19,1605,345,5,Quarterly,55,1,30495,0.9989228307778336,High Risk
2538,26,1886,954,2,Yearly,12,0,49036,0.09880681327102558,Low Risk
2539,52,3052,367,6,Quarterly,41,1,158704,0.9922851022191693,High Risk
2540,22,2749,131,0,Yearly,9,0,60478,0.017745209739428214,Low Risk
2541,21,2027,453,8,Monthly,35,1,42567,0.9976691318093934,High Risk
2542,51,2167,368,3,Yearly,15,0,110517,0.1790450886468774,Low Risk
2543,38,4632,611,5,Yearly,14,0,176016,0.6084959404162859,High Risk
2544,20,3191,355,5,Yearly,52,1,63820,0.9985460004292669,High Risk
2545,29,4172,202,2,Yearly,42,1,120988,0.9309174883366487,High Risk
2546,51,2496,425,3,Monthly,18,0,127296,0.26441254310148704,Low Risk
2547,4,1925,386,9,Quarterly,20,1,7700,0.9925820613458849,High Risk
2548,55,3312,472,2,Yearly,55,1,182160,0.9802524079601141,High Risk
2549,71,3747,765,5,Yearly,34,1,266037,0.9345226321074765,High Risk
2550,28,3092,670,0,Yearly,14,0,86576,0.034147062567110496,Low Risk
2551,4,1990,155,7,Monthly,47,1,7960,0.9994602255347109,High Risk
2552,22,1724,487,7,Quarterly,13,1,37928,0.8641332318095928,High Risk
2553,45,3087,837,8,Quarterly,28,1,138915,0.9895965249548853,High Risk
2554,67,3564,899,5,Yearly,4,0,238788,0.13168885215677495,Low Risk
2555,66,1332,662,0,Yearly,57,1,87912,0.8999726865546794,High Risk
2556,34,2940,417,2,Quarterly,48,1,99960,0.963252456995537,High Risk
2557,55,2146,295,0,Yearly,17,0,118030,0.026348701987686157,Low Risk
2558,1,940,907,4,Yearly,50,1,940,0.9964310603623038,High Risk
2559,38,2029,860,2,Yearly,0,0,77102,0.013189803887631997,Low Risk
2560,6,3465,120,1,Monthly,26,0,20790,0.45464091616280977,Medium Risk
2561,25,2867,629,2,Monthly,59,1,71675,0.9942696951739451,High Risk
2562,17,3786,888,8,Quarterly,26,1,64362,0.993108479738932,High Risk
2563,61,4831,802,7,Monthly,24,1,294691,0.9529628681487582,High Risk
2564,12,1804,59,2,Monthly,40,1,21648,0.9174460877629591,High Risk
2565,6,3534,23,1,Quarterly,20,0,21204,0.2503192657521648,Low Risk
2566,27,4188,143,4,Monthly,13,0,113076,0.43071127731448555,Medium Risk
2567,8,4473,597,0,Quarterly,51,1,35784,0.9511153752952339,High Risk
2568,65,1685,605,3,Yearly,52,1,109525,0.9779465288783233,High Risk
2569,57,3762,352,7,Quarterly,19,1,214434,0.900888212288816,High Risk
2570,40,2607,679,0,Quarterly,27,0,104280,0.15789950171304953,Low Risk
2571,14,2340,295,4,Quarterly,20,0,32760,0.7071200804039117,High Risk
2572,35,4820,943,3,Yearly,22,0,168700,0.5569230737698275,Medium Risk
2573,48,3247,323,5,Yearly,10,0,155856,0.3625486900866683,Medium Risk
2574,56,4764,615,6,Yearly,55,1,266784,0.9991898301732628,High Risk
2575,49,3633,306,8,Quarterly,1,1,178017,0.5922806104742427,Medium Risk
2576,13,3920,615,0,Quarterly,19,0,50960,0.10591144277264242,Low Risk
2577,61,1965,578,9,Quarterly,23,1,119865,0.9829725231035946,High Risk
2578,49,4609,173,3,Quarterly,54,1,225841,0.9918842366608439,High Risk
2579,46,2711,841,5,Quarterly,24,0,124706,0.828204095565519,High Risk
2580,62,3304,506,9,Quarterly,36,1,204848,0.9979503053394295,High Risk
2581,8,2043,619,6,Quarterly,21,1,16344,0.9353483711140992,High Risk
2582,43,2189,25,6,Monthly,58,1,94127,0.9994887565742804,High Risk
2583,20,2071,353,7,Yearly,23,1,41420,0.9699527578266314,High Risk
2584,39,3779,87,9,Monthly,14,1,147381,0.9672696017139825,High Risk
2585,49,4041,355,7,Yearly,11,1,198009,0.7671483016824513,High Risk
2586,64,3523,81,7,Quarterly,45,1,225472,0.9975725880454446,High Risk
2587,62,1318,279,7,Monthly,30,1,81716,0.9707163350263894,High Risk
2588,54,1624,296,7,Quarterly,42,1,87696,0.9961884013507036,High Risk
2589,9,1629,75,5,Monthly,30,0,14661,0.9615294433923636,High Risk
2590,37,2202,889,8,Monthly,52,1,81474,0.9997583517639062,High Risk
2591,49,2501,77,2,Quarterly,29,0,122549,0.4871607611617165,Medium Risk
2592,41,4378,202,5,Monthly,40,1,179498,0.9871607308329382,High Risk
2593,17,4872,64,4,Monthly,19,0,82824,0.7216522135376402,High Risk
2594,21,2306,989,7,Yearly,7,1,48426,0.7344929624934695,High Risk
2595,51,3447,388,3,Quarterly,43,1,175797,0.9494519987469267,High Risk
2596,59,3709,983,3,Quarterly,29,0,218831,0.6516580153083367,High Risk
2597,39,2652,177,9,Monthly,34,1,103428,0.9982246612622744,High Risk
2598,55,4705,418,9,Quarterly,20,1,258775,0.9828726054285127,High Risk
2599,41,1044,517,4,Yearly,46,1,42804,0.9838827320889608,High Risk
2600,39,2901,546,5,Yearly,39,1,113139,0.9830923728784484,High Risk
2601,13,2864,652,3,Quarterly,57,1,37232,0.9972409849905969,High Risk
2602,64,1789,846,1,Quarterly,27,0,114496,0.17475096446895813,Low Risk
2603,11,4265,111,1,Yearly,38,1,46915,0.8378390672857109,High Risk
2604,19,2375,895,2,Quarterly,16,0,45125,0.20133036797244533,Low Risk
2605,11,4928,803,1,Monthly,11,0,54208,0.0805989509347569,Low Risk
2606,46,1282,817,0,Quarterly,51,1,58972,0.8489846334225749,High Risk
2607,45,1039,815,7,Monthly,49,1,46755,0.9988663109787773,High Risk
2608,1,3282,431,4,Yearly,17,1,3282,0.6957852578826816,High Risk
2609,40,3168,973,9,Quarterly,46,1,126720,0.9997294833143069,High Risk
2610,19,4437,784,0,Yearly,54,1,84303,0.9598169765211859,High Risk
2611,61,3456,487,8,Quarterly,27,1,210816,0.9833299737316681,High Risk
2612,12,4222,935,7,Monthly,59,1,50664,0.999920953889645,High Risk
2613,61,4367,129,3,Quarterly,2,0,266387,0.029409957799389413,Low Risk
2614,33,2333,924,7,Yearly,50,1,76989,0.9993643701713133,High Risk
2615,45,2646,752,9,Monthly,14,1,119070,0.9575938301601818,High Risk
2616,69,2670,300,6,Quarterly,15,1,184230,0.6042477785541677,High Risk
2617,8,3891,497,6,Yearly,21,1,31128,0.9471684871835354,High Risk
2618,25,2116,170,0,Yearly,53,1,52900,0.9316652600473202,High Risk
2619,46,1416,682,5,Quarterly,48,1,65136,0.99402744941155,High Risk
2620,30,3256,87,3,Yearly,30,0,97680,0.8009832840033659,High Risk
2621,47,2436,47,9,Monthly,30,1,114492,0.9959629274335566,High Risk
2622,49,4542,403,9,Quarterly,0,1,222558,0.7487273450530738,High Risk
2623,47,3591,450,9,Monthly,10,1,168777,0.9286162647993932,High Risk
2624,18,1468,549,1,Yearly,5,0,26424,0.01946959810338954,Low Risk
2625,66,3864,471,9,Yearly,22,1,255024,0.9821488352151465,High Risk
2626,68,3703,621,6,Yearly,8,1,251804,0.3750041223754737,Medium Risk
2627,33,1389,303,8,Monthly,51,1,45837,0.9997174323736601,High Risk
2628,36,1292,409,4,Yearly,15,0,46512,0.3743242597146516,Medium Risk
2629,19,3958,645,7,Quarterly,57,1,75202,0.9998698404407402,High Risk
2630,28,1481,926,4,Quarterly,37,1,41468,0.9558875215700009,High Risk
2631,40,4031,101,6,Yearly,43,1,161240,0.9961400957800156,High Risk
2632,15,4029,776,6,Quarterly,18,1,60435,0.9072416272195778,High Risk
2633,41,1301,618,8,Monthly,44,1,53341,0.9989941109488063,High Risk
2634,39,542,15,2,Monthly,12,0,21138,0.06509690264660377,Low Risk
2635,2,3849,690,0,Yearly,58,1,7698,0.9838590704428453,High Risk
2636,63,2277,904,1,Quarterly,31,1,143451,0.2978738238366536,Low Risk
2637,29,3701,280,5,Quarterly,35,1,107329,0.9774611885547421,High Risk
2638,66,849,629,9,Yearly,8,1,56034,0.8181934290637,High Risk
2639,51,2067,908,9,Monthly,45,1,105417,0.9995387531997889,High Risk
2640,10,1629,820,8,Yearly,45,1,16290,0.999591855766932,High Risk
2641,14,3459,568,2,Quarterly,48,1,48426,0.9777953178696931,High Risk
2642,51,4287,108,9,Quarterly,36,1,218637,0.9985780151651797,High Risk
2643,39,2280,535,1,Yearly,30,0,88920,0.38682012735822024,Medium Risk
2644,28,1083,203,0,Monthly,30,0,30324,0.24708884029090647,Low Risk
2645,3,3877,166,1,Monthly,58,1,11631,0.9922878937244906,High Risk
2646,70,3901,909,2,Yearly,54,1,273070,0.969979983373389,High Risk
2647,27,3685,675,6,Quarterly,18,1,99495,0.8771135554898126,High Risk
2648,2,2694,124,1,Monthly,1,1,5388,0.01754193670833405,Low Risk
2649,38,1662,405,4,Yearly,44,1,63156,0.9810059599091989,High Risk
2650,3,798,779,1,Quarterly,31,1,2394,0.5857645040273635,Medium Risk
2651,16,3847,666,6,Monthly,42,1,61552,0.9973440370397769,High Risk
2652,40,2439,812,9,Monthly,33,1,97560,0.9978292551078431,High Risk
2653,2,1288,531,7,Yearly,0,1,2576,0.5641896121423228,Medium Risk
2654,41,3389,889,7,Quarterly,20,1,138949,0.9361054187360514,High Risk
2655,12,1877,223,7,Monthly,2,1,22524,0.5998732112599081,Medium Risk
2656,35,2449,754,9,Yearly,26,1,85715,0.994344703364899,High Risk
2657,65,3772,692,8,Monthly,43,1,245180,0.9984740085259064,High Risk
2658,55,1377,542,0,Quarterly,6,0,75735,0.004536691438706197,Low Risk
2659,45,4242,24,0,Monthly,32,1,190890,0.3037136507566285,Medium Risk
2660,62,2077,428,9,Quarterly,8,1,128774,0.8504800706006661,High Risk
2661,49,3639,377,1,Monthly,29,0,178311,0.33490662140642424,Medium Risk
2662,25,2992,647,5,Monthly,17,0,74800,0.7330592462225186,High Risk
2663,23,3255,862,0,Yearly,55,1,74865,0.9568205330545038,High Risk
2664,24,2403,862,4,Monthly,25,0,57672,0.8066891698867725,High Risk
2665,38,1882,222,4,Quarterly,19,0,71516,0.5310174370302759,Medium Risk
2666,28,4740,709,3,Yearly,37,1,132720,0.9362751972006809,High Risk
2667,21,2822,693,4,Quarterly,40,1,59262,0.9792348662818456,High Risk
2668,54,3056,768,0,Quarterly,54,1,165024,0.9011988618738244,High Risk
2669,18,2361,14,5,Yearly,30,0,42498,0.956779034746056,High Risk
2670,36,2366,240,6,Quarterly,7,1,85176,0.47847239102870387,Medium Risk
2671,45,4547,210,7,Monthly,22,1,204615,0.954123376914793,High Risk
2672,53,3675,894,1,Yearly,49,1,194775,0.90912535923608,High Risk
2673,30,1598,411,6,Monthly,24,1,47940,0.9293914628077312,High Risk
2674,60,2234,158,5,Monthly,46,1,134040,0.9898581878083497,High Risk
2675,32,3916,593,8,Quarterly,0,1,125312,0.6552410369260564,High Risk
2676,67,1180,501,7,Quarterly,45,1,79060,0.9965906280255308,High Risk
2677,67,2570,235,3,Monthly,17,0,172190,0.17723135619623287,Low Risk
2678,28,2229,595,8,Yearly,18,1,62412,0.9646690886714776,High Risk
2679,44,2691,828,0,Monthly,50,1,118404,0.8559680910785876,High Risk
2680,41,1167,178,5,Monthly,41,1,47847,0.984070314167966,High Risk
2681,63,2112,770,7,Quarterly,51,1,133056,0.9988881947685896,High Risk
2682,23,1180,801,3,Quarterly,52,1,27140,0.9909533738312162,High Risk
2683,48,1472,161,1,Monthly,5,0,70656,0.009887388688532438,Low Risk
2684,32,3346,233,1,Monthly,16,0,107072,0.0886583429207998,Low Risk
2685,57,2632,513,9,Quarterly,45,1,150024,0.9995043419210818,High Risk
2686,33,2963,746,0,Monthly,44,1,97779,0.7582245559972132,High Risk
2687,24,3029,559,4,Quarterly,7,0,72696,0.2196586782492705,Low Risk
2688,39,3003,53,5,Monthly,53,1,117117,0.9980312750824977,High Risk
2689,34,4892,706,3,Yearly,41,1,166328,0.9601795473403025,High Risk
2690,56,3683,513,3,Yearly,8,0,206248,0.0732138441765866,Low Risk
2691,28,4533,964,4,Monthly,36,1,126924,0.9636052395860669,High Risk
2692,37,3667,250,4,Quarterly,54,1,135679,0.9967903067373773,High Risk
2693,7,3497,939,8,Monthly,26,1,24479,0.9943265619255954,High Risk
2694,68,3727,852,7,Monthly,35,1,253436,0.988016482335996,High Risk
2695,37,2652,360,8,Quarterly,5,1,98124,0.7595088920698121,High Risk
2696,56,2228,731,2,Monthly,5,0,124768,0.019162373645958387,Low Risk
2697,65,2524,32,2,Quarterly,44,1,164060,0.8689761577144881,High Risk
2698,65,829,645,0,Monthly,3,0,53885,0.002138823347103924,Low Risk
2699,47,2986,607,9,Quarterly,21,1,140342,0.9850436011051557,High Risk
2700,20,1655,52,5,Monthly,39,1,33100,0.9873070460881693,High Risk
2701,19,2390,475,3,Yearly,26,0,45410,0.7168352020954019,High Risk
2702,29,4977,49,7,Quarterly,36,1,144333,0.9963347264135909,High Risk
2703,60,2685,312,1,Yearly,1,0,161100,0.004696537288918333,Low Risk
2704,18,2817,690,1,Quarterly,8,0,50706,0.035530209955174155,Low Risk
2705,35,4121,184,6,Quarterly,10,1,144235,0.6460962835257811,High Risk
2706,43,4991,541,4,Quarterly,19,0,214613,0.5915564041744688,Medium Risk
2707,11,3011,470,0,Quarterly,51,1,33121,0.9387581235073876,High Risk
2708,49,949,630,6,Monthly,42,1,46501,0.9921191638599411,High Risk
2709,38,1854,202,6,Monthly,38,1,70452,0.9898220574387437,High Risk
2710,64,1793,253,9,Quarterly,57,1,114752,0.9998986917030399,High Risk
2711,69,2965,845,5,Monthly,13,0,204585,0.35046329512784963,Medium Risk
2712,8,3602,289,3,Quarterly,25,0,28816,0.7627522817417026,High Risk
2713,34,2349,749,7,Quarterly,37,1,79866,0.9952241512569666,High Risk
2714,48,3675,45,1,Yearly,29,0,176400,0.34097063617691803,Medium Risk
2715,56,4781,566,1,Quarterly,35,1,267736,0.5520491989485391,Medium Risk
2716,65,3699,907,1,Quarterly,37,1,240435,0.5460469877364722,Medium Risk
2717,31,1733,549,2,Monthly,34,1,53723,0.7391056205893685,High Risk
2718,4,1937,163,5,Quarterly,54,1,7748,0.9991427570797858,High Risk
2719,50,3852,32,0,Quarterly,5,0,192600,0.0058063366751554,Low Risk
2720,69,4530,728,1,Yearly,2,0,312570,0.005515776838685607,Low Risk
2721,30,752,941,9,Monthly,0,1,22560,0.7479289009245892,High Risk
2722,59,518,100,1,Monthly,59,1,30562,0.9656888901309665,High Risk
2723,67,3259,399,0,Yearly,57,1,218353,0.9166461328879252,High Risk
2724,45,722,940,2,Quarterly,52,1,32490,0.9668171208381091,High Risk
2725,4,502,368,9,Yearly,57,1,2008,0.9999702599136099,High Risk
2726,26,1759,559,6,Monthly,17,1,45734,0.8335441031311667,High Risk
2727,27,4823,940,0,Yearly,22,0,130221,0.1314861707432052,Low Risk
2728,46,3068,237,6,Monthly,31,1,141128,0.9694678941386068,High Risk
2729,64,2385,211,4,Yearly,28,0,152640,0.7253180316578547,High Risk
2730,51,1799,359,8,Quarterly,22,1,91749,0.9659454914677351,High Risk
2731,50,2838,830,1,Quarterly,35,1,141900,0.5302186584829441,Medium Risk
2732,6,1576,775,0,Monthly,5,0,9456,0.012148018983655725,Low Risk
2733,59,4258,47,8,Yearly,16,1,251222,0.9258159117611889,High Risk
2734,15,3681,742,7,Monthly,17,1,55215,0.9454719444748492,High Risk
